"zscores","ITEM","CONDITION","EXTRACTION","WH_SITE","id"
-0.496977177090568,"22","Extr_whObj","Extr","whObj",14
-1.50777821524087,"1025","filler_bad",NA,NA,14
0.00842334198458586,"1018","filler_ok",NA,NA,14
1.01922438013489,"18","Extr_whObj","Extr","whObj",14
1.01922438013489,"1003","filler_good",NA,NA,14
1.01922438013489,"15","NoExtr_whSubj","NoExtr","whSubj",14
-1.00237769616572,"1032","filler_bad",NA,NA,14
1.01922438013489,"5","NoExtr_whObj","NoExtr","whObj",14
1.01922438013489,"1008","filler_good",NA,NA,14
-2.01317873431603,"1020","filler_ok",NA,NA,14
0.513823861059739,"19","NoExtr_whSubj","NoExtr","whSubj",14
0.513823861059739,"1006","filler_good",NA,NA,14
0.513823861059739,"14","Extr_whObj","Extr","whObj",14
-2.01317873431603,"1030","filler_bad",NA,NA,14
-2.01317873431603,"1026","filler_bad",NA,NA,14
0.513823861059739,"3","NoExtr_whSubj","NoExtr","whSubj",14
0.513823861059739,"1034","filler_bad",NA,NA,14
1.01922438013489,"17","NoExtr_whObj","NoExtr","whObj",14
1.01922438013489,"1009","filler_ok",NA,NA,14
-0.251001751743084,"1032","filler_bad",NA,NA,2
0.351402452440317,"1034","filler_bad",NA,NA,2
-1.45581016010989,"16","Extr_whObj","Extr","whObj",2
0.351402452440317,"1029","filler_bad",NA,NA,2
-0.853405955926485,"2","Extr_whSubj","Extr","whSubj",2
0.953806656623719,"1023","filler_ok",NA,NA,2
-2.05821436429329,"1036","filler_bad",NA,NA,2
-2.66061856847669,"22","Extr_whSubj","Extr","whSubj",2
0.351402452440317,"1009","filler_ok",NA,NA,2
0.953806656623719,"1011","filler_ok",NA,NA,2
-0.853405955926485,"20","Extr_whObj","Extr","whObj",2
0.351402452440317,"1013","filler_ok",NA,NA,2
0.953806656623719,"17","NoExtr_whSubj","NoExtr","whSubj",2
0.953806656623719,"1002","filler_good",NA,NA,2
-0.853405955926485,"6","Extr_whSubj","Extr","whSubj",2
-2.05821436429329,"1030","filler_bad",NA,NA,2
0.351402452440317,"1033","filler_bad",NA,NA,2
0.351402452440317,"5","NoExtr_whSubj","NoExtr","whSubj",2
0.351402452440317,"1017","filler_ok",NA,NA,2
0.953806656623719,"9","NoExtr_whSubj","NoExtr","whSubj",2
-0.853405955926485,"1027","filler_bad",NA,NA,2
0.953806656623719,"1007","filler_good",NA,NA,2
0.953806656623719,"11","NoExtr_whObj","NoExtr","whObj",2
-0.251001751743084,"1018","filler_ok",NA,NA,2
-2.05821436429329,"1022","filler_ok",NA,NA,2
0.351402452440317,"12","Extr_whObj","Extr","whObj",2
-2.05821436429329,"1020","filler_ok",NA,NA,2
0.953806656623719,"21","NoExtr_whSubj","NoExtr","whSubj",2
0.351402452440317,"1016","filler_ok",NA,NA,2
-2.05821436429329,"1035","filler_bad",NA,NA,2
0.953806656623719,"15","NoExtr_whObj","NoExtr","whObj",2
0.953806656623719,"1015","filler_ok",NA,NA,2
-0.251001751743084,"14","Extr_whSubj","Extr","whSubj",2
0.351402452440317,"1019","filler_ok",NA,NA,2
0.953806656623719,"1012","filler_ok",NA,NA,2
0.351402452440317,"3","NoExtr_whObj","NoExtr","whObj",2
-0.853405955926485,"1028","filler_bad",NA,NA,2
-0.853405955926485,"24","Extr_whObj","Extr","whObj",2
0.351402452440317,"1005","filler_good",NA,NA,2
0.953806656623719,"1004","filler_good",NA,NA,2
0.351402452440317,"13","NoExtr_whSubj","NoExtr","whSubj",2
0.351402452440317,"1010","filler_ok",NA,NA,2
0.351402452440317,"4","Extr_whObj","Extr","whObj",2
0.953806656623719,"1003","filler_good",NA,NA,2
0.351402452440317,"1024","filler_ok",NA,NA,2
-0.251001751743084,"18","Extr_whSubj","Extr","whSubj",2
-1.45581016010989,"1025","filler_bad",NA,NA,2
0.351402452440317,"10","Extr_whSubj","Extr","whSubj",2
0.351402452440317,"1021","filler_ok",NA,NA,2
0.351402452440317,"1","NoExtr_whSubj","NoExtr","whSubj",2
-2.05821436429329,"1026","filler_bad",NA,NA,2
0.953806656623719,"1008","filler_good",NA,NA,2
0.953806656623719,"19","NoExtr_whObj","NoExtr","whObj",2
0.351402452440317,"1031","filler_bad",NA,NA,2
0.351402452440317,"23","NoExtr_whObj","NoExtr","whObj",2
0.953806656623719,"1006","filler_good",NA,NA,2
0.351402452440317,"1001","filler_good",NA,NA,2
0.351402452440317,"7","NoExtr_whObj","NoExtr","whObj",2
0.351402452440317,"1014","filler_ok",NA,NA,2
0.351402452440317,"8","Extr_whObj","Extr","whObj",2
-1.25791741961269,"1025","filler_bad",NA,NA,4
0.760131916664356,"1029","filler_bad",NA,NA,4
-1.6615272868681,"3","Extr_whSubj","Extr","whSubj",4
-1.25791741961269,"1031","filler_bad",NA,NA,4
0.356522049408946,"6","NoExtr_whSubj","NoExtr","whSubj",4
-1.25791741961269,"1032","filler_bad",NA,NA,4
-1.25791741961269,"1028","filler_bad",NA,NA,4
-1.6615272868681,"19","Extr_whSubj","Extr","whSubj",4
-1.6615272868681,"1022","filler_ok",NA,NA,4
0.356522049408946,"1017","filler_ok",NA,NA,4
0.760131916664356,"5","Extr_whObj","Extr","whObj",4
0.760131916664356,"1024","filler_ok",NA,NA,4
-1.25791741961269,"11","Extr_whSubj","Extr","whSubj",4
0.760131916664356,"1023","filler_ok",NA,NA,4
0.760131916664356,"20","NoExtr_whObj","NoExtr","whObj",4
-1.25791741961269,"1033","filler_bad",NA,NA,4
0.760131916664356,"1007","filler_good",NA,NA,4
-0.854307552357285,"13","Extr_whObj","Extr","whObj",4
-1.6615272868681,"1020","filler_ok",NA,NA,4
0.760131916664356,"21","Extr_whObj","Extr","whObj",4
0.760131916664356,"1006","filler_good",NA,NA,4
0.760131916664356,"1001","filler_good",NA,NA,4
0.760131916664356,"14","NoExtr_whSubj","NoExtr","whSubj",4
0.760131916664356,"1003","filler_good",NA,NA,4
-1.6615272868681,"1026","filler_bad",NA,NA,4
0.760131916664356,"4","NoExtr_whObj","NoExtr","whObj",4
0.760131916664356,"1018","filler_ok",NA,NA,4
-1.6615272868681,"23","Extr_whSubj","Extr","whSubj",4
0.760131916664356,"1002","filler_good",NA,NA,4
0.356522049408946,"1016","filler_ok",NA,NA,4
0.760131916664356,"22","NoExtr_whSubj","NoExtr","whSubj",4
0.760131916664356,"1010","filler_ok",NA,NA,4
0.760131916664356,"16","NoExtr_whObj","NoExtr","whObj",4
0.760131916664356,"1012","filler_ok",NA,NA,4
0.356522049408946,"1034","filler_bad",NA,NA,4
